RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,RSI,Week.Trimp.Total,Daily.Average,Weekly.SD,Monotony,Strain,RT.Volume.Load,RSI_Level
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
47,84,61,91,8.54,7.98,8.74,93,10,2.87,6,2.54,1.24,4.2,0.57,0,56,15.3516,7.98,4.93,4,4.2,4.5,3.6,2,2.1,2.3,2,0.31,56.5,105.875,48.46473554,5.466381956,2729.717438,5040.82,0
56,51,54,52,6.84,5.64,10.89,83,25,0,4,1.47,1.33,2.84,1.21,2.45,43,14.7363,5.64,2.71,3.2,2.6,2.6,2.1,1.3,2.5,2.8,2.3,0.309,0,158.1,12.10081247,8.498666922,7118.414147,6517.83,0
60,94,71,72,6.54,6.3,8.79,96,5.1,0,5,2.19,0.45,3.66,0.25,0.61,73,18.1274,6.3,3.86,4,4,4,5,2,2,2,3,0.398,0,200.3333333,60.97308566,6.030963176,7093.880645,6180.11,2
49,188,93,68,6.8,6.53,9.54,96,6.3,0,6,1.08,0.78,4.67,0.27,0.96,57,15.7617,6.53,2.75,3,3,2,2,4,2,4,4,0.348,716.9,627.5583333,61.06790448,7.869222402,8985.831927,6716.27,1
64,63,43,100,10.51,9.66,6.47,92,15,10.59,10,3.19,1.86,4.61,0.87,0.38,57,17.8198,11.49,2.49,1.7,2.5,2.8,2,3.4,2.3,2.5,3.8,0.288,685.5,581.8,59.52619838,9.168069844,11507.45346,6914.6,0
55,68,74,66,7.7,7.26,11.06,94,11,0,5,2.41,1.74,3.1,0.46,2.41,56,14.8633,7.26,3.43,5,3,3,4,5,4,2,4,0.433,1385.6,630.4166667,142.0141705,3.751989682,5886.729824,8029.21,3
53.5,116.4,53.7,73.9,7.647,6.782,9.519,87.7,14,6.4,5.2,1.939,1.479,3.509,0.983,0.959,75.7,15.83155,6.779,3.802,2,4,2,1,6,4,5,6,0.391,1952.7,606.5833333,73.26948508,8.479945903,17050.29751,7082.47,2
59,64,48,94,9.58,7.96,8.48,83,28,0,8,2.14,1.75,4.08,1.63,0.74,50,17.5098,7.96,4.76,3,3,3,3,3,3,3,3,0.318,340.1,144.5916667,50.79507424,5.294088594,3661.025174,6396.11,0
64,64,46,67,6.02,5.55,8.3,92,6.9,7.19,4,1.8,1.22,2.53,0.47,0.58,56.7,16.875,5.55,3.6,2.2,2.8,2,2.3,3.6,4,4.2,4.3,0.286,326.8,156.7166667,2.21536071,9.675713629,9033.982405,5006.54,0
61,96,69,66,7.55,7.01,10.64,93,10,2.39,6,2.94,1.38,2.68,0.55,1.91,49,16.0791,7.01,4.4,5,6,5,3,3,3,2,2,0.341,309,119.4583333,59.49889116,5.325916638,3118.160104,6082.06,1
80,28,52,62,6.14,5.08,8.17,83,13,0,3,1.9,1.49,1.69,1.07,0,72.7,17.0312,5.08,2.3,2.3,1.3,2,1.3,6,4.3,5.2,6,0.34,2081.4,686.175,69.33423126,9.40928977,23282.7614,5453.14,1
61.7,82.4,61.6,74.6,7.917,7.156,9.279,89.8,12.7,3.757,6,2.196,1.445,3.436,0.79,1.379,76.7,16.72632,7.153,4.374,6,6,5,3,4,4,1,3,0.37,3255.8,807.8483334,185.0279395,4.248128303,14710.50282,6948.23,2
61.7,63.4,53.6,71.8,7.911,7.193,9.897,89.6,15.4,1.771,5.9,2.489,1.59,3.052,0.794,1.356,72.6,16.07812,7.188,4.045,6,6,6,5,5,3,2,4,0.383,416,142.1,51.26071895,4.587783803,3398.331057,6906.32,2
54,55,24,65,8.74,6.58,10.06,75,10,5.78,5,1.87,1.56,3.15,2.19,1.86,57,16.8994,7.24,2.98,3,4,6,2,4,1,3.8,4,0.304,222.5,176.025,58.5094361,6.489285877,3300.889916,6570.33,0
53,118.9,60.2,81.1,8.077,7.235,9.095,88.9,16,5.388,6.2,2.282,1.644,3.263,0.899,1.002,72.5,14.11352,7.228,3.377,5,4,4,4,4,4,4,4,0.359,1528.2,554.2583333,127.7401501,4.292638095,7555.079662,7102.03,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
49,94,76,86,8.69,7.77,9.07,89,15,2.4,6,2.65,1.39,3.73,0.93,0.35,64,15.9375,7.77,3.18,4.1,3.8,4.4,4.4,2,2.1,2.4,2,0.326,0,139.375,55.98554376,4.810502282,2923.927237,6011.05,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53,136,94,88,8.43,8.12,9.21,96,7.1,0,6,2.94,1.72,3.46,0.32,1.07,74,18.2227,8.12,1.86,4,4,4,5,2,2,2,3,0.354,0,125.4916667,58.37844903,5.78234976,5216.776843,6742.73,1
50,148,74,85,8.9,8.32,9.74,93,10,2.88,9,2.79,1.53,4,0.6,1.23,66,14.8242,8.32,4.32,3,3,2,2,4,2,4,4,0.414,257.5,147.075,24.3152989,6.374934464,3330.24167,6856.33,3
55,93,82,100,10.75,9.75,5.92,91,17,0,8,3.64,2.22,3.89,1.01,0,54,17.6367,11.71,3.27,3.4,4,2.9,3.2,2.8,2,4.1,4.8,0.353,249.5,107.5,53.72944373,5.930091801,4025.627953,6442.11,1
56,66,73,77,8.4,7.99,10.37,95,9.2,0,6,2.48,1.63,3.88,0.42,1.67,70,14.4434,7.99,3.56,5,3,3,4,5,4,2,4,0.381,1358.5,662.35,175.043574,3.557607962,4698.496599,7206.33,2
53.5,116.4,53.7,73.9,7.647,6.782,9.519,87.7,14,6.4,5.2,1.939,1.479,3.509,0.983,0.959,75.7,15.83155,6.779,3.802,2,4,2,1,6,4,5,6,0.391,1952.7,606.5833333,73.26948508,8.479945903,17050.29751,7082.47,2
64,55,38,81,8.51,7.08,8.79,83,21,2.39,7,2.96,1.21,2.91,1.44,0.3,80,17.6367,7.08,2.54,3,3,3,3,3,3,3,3,0.363,299.2,150.0916667,11.15824397,7.343930118,6485.79787,6127.92,2
59,118,90,82,8.69,7.79,9.51,90,13,1.92,9,3.58,0.44,3.77,0.92,1.27,66.6,16.4941,7.79,3.74,3.2,3.9,3.7,3.3,1.8,2,2.3,3.1,0.402,0,208.9,38.66400991,5.428430718,4624.783148,6183.25,2
64,74,36,67,7.62,6.67,9.99,88,12,1.91,7,1.9,1.37,3.39,0.96,1.3,59,16.1133,6.67,4.95,5,6,5,3,3,3,2,2,0.337,365.5,154.75,43.00276266,5.315830124,3198.707955,5015.88,1
78,35,75,77,8.13,7.44,9.69,92,8,0,6,2.97,1.96,2.5,0.7,1.44,82.2,16.7578,7.44,5.05,1.9,3.3,2.1,1.6,6,4.3,4.2,5.1,0.388,1729.6,714.7833333,90.43785984,8.111549798,18414.93307,5791.19,2
61,110,68,99,8.49,7.78,7.87,92,19,0,5,1.84,1.91,4.02,0.72,0.25,68.6,17.4023,7.78,5.86,6,6,5,3,4,4,1,3,0.387,1954.5,726.55,277.9483835,2.49142003,4898.625468,6192.95,2
65,48,61,95,11.03,8.66,9.14,78,8,0,8,3.42,2.25,2.99,2.39,1.38,57.8,16.6309,8.66,4.42,6,6,6,5,5,3,2,4,0.337,412.2,145.275,58.45944389,3.802272461,3280.172314,5726,1
60,79,43,75,8.54,7.88,10.53,92,16,0,6,2.86,1.9,3.12,0.67,1.71,71,16.5234,7.88,5.12,3,4,6,2,4,1,4.4,4,0.386,301.7,163.55,18.94433788,7.540020753,6919.856909,6119.96,2
53,118.9,60.2,81.1,8.077,7.235,9.095,88.9,16,5.388,6.2,2.282,1.644,3.263,0.899,1.002,72.5,14.11352,7.228,3.377,5,4,4,4,4,4,4,4,0.359,1528.2,554.2583333,127.7401501,4.292638095,7555.079662,7102.03,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
48,77,52,75,7.32,6.73,9,92,13,5.78,4,2.66,1.62,2.46,0.59,0.54,67,15.2344,6.73,3.82,5.1,5.9,5,4.9,1.6,1,1.1,2,0.384,73,103.8333333,39.51867485,4.691494138,2737.558438,3708.99,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
52.5,107.4,76.8,76.4,7.942,7.179,9.452,89.8,14.4,1.39,5.9,2.506,1.556,3.098,0.793,1.213,63.9,15.4668,7.182,3.324,4,4,4,5,2,2,2,3,0.351,0,162.125,55.98554376,4.833183318,3197.894066,6831.05,1
52,152,75,87,8.11,7.74,8.87,95,8.2,2.87,7,1.95,1.32,4.46,0.39,0.74,73,14.8242,7.74,5.43,3,3,2,2,4,2,4,4,0.382,272.7,195.85,19.31567997,7.932117438,8982.014987,6130.75,2
53,98,88,100,9.34,8.65,7.78,93,15,0,4,2.57,1.85,4.23,0.7,0,65,17.6367,8.65,5.67,3.1,3.7,3.5,3.2,4.1,3.1,2.8,3.8,0.391,350.5,133.025,54.36947808,3.690330701,2292.869744,6696.06,2
54,72,83,75,7.57,7.05,9.42,93,12,1.91,5,2.73,1.41,2.91,0.53,1.13,75,15,7.05,2.58,5,3,3,4,5,4,2,4,0.373,310.9,128.1916667,46.85440039,5.282270499,5417.655665,6895.83,2
53.5,116.4,53.7,73.9,7.647,6.782,9.519,87.7,14,6.4,5.2,1.939,1.479,3.509,0.983,0.959,75.7,15.83155,6.779,3.802,2,4,2,1,6,4,5,6,0.391,1952.7,606.5833333,73.26948508,8.479945903,17050.29751,7082.47,2
56.1,80.8,70.4,74.8,7.914,7.18,9.649,90,15.5,1.44,6.7,2.626,1.505,2.849,0.801,1.417,56.6,16.78979,7.18,3.507,3,3,3,3,3,3,3,3,0.315,268.4,146.825,55.59564779,5.422313902,3821.539277,7025.73,0
61,84,62,65,6.07,5.83,8.9,96,5.4,0,5,2.7,1.24,1.89,0.25,0.89,51.4,16.6113,5.83,2.64,2,2.4,2.3,2.5,3.1,1.9,2.5,1.4,0.308,224.6,239.2,12.86407457,10.14999387,7309.342471,5957.82,0
67,73,36,70,7.26,6.75,9.69,93,11.4,0,6,1.86,1.46,3.43,0.52,1.26,71,16.582,6.75,4.66,5,6,5,3,3,3,2,2,0.372,331,129.3583333,60.88404477,4.844151438,3053.885484,5608.69,2
79,31,58,61,6.07,5.5,9.04,91,7,6.33,5,1.78,0.93,2.8,0.57,1.12,70.7,17.4023,5.5,2.91,1.9,2.6,1.5,1.4,6,3.7,5.2,5.5,0.356,2019.6,715.0083333,71.24609882,9.35565559,24583.06121,6109.45,1
64,85,47,91,8.24,7.29,8,88,21,2.39,6,2.61,2.03,2.65,0.96,0.05,75.8,17.9297,7.29,3.61,6,6,5,3,4,4,1,3,0.379,1970.2,705.3333333,273.3603442,2.560822997,4525.697314,7139.64,2
61.7,63.4,53.6,71.8,7.911,7.193,9.897,89.6,15.4,1.771,5.9,2.489,1.59,3.052,0.794,1.356,72.6,16.07812,7.188,4.045,6,6,6,5,5,3,2,4,0.383,416,142.1,51.26071895,4.587783803,3398.331057,6906.32,2
58,94,57,70,8.49,6.96,9.91,82,20,41.06,5,2.02,1.58,3.36,1.55,1.22,79,17.168,6.96,2.54,3,4,6,2,4,1,3.9,4,0.369,2618.6,899.8416667,85.46772654,10.3476522,21981.31465,6970.05,2
53,118.9,60.2,81.1,8.077,7.235,9.095,88.9,16,5.388,6.2,2.282,1.644,3.263,0.899,1.002,72.5,14.11352,7.228,3.377,5,4,4,4,4,4,4,4,0.359,1528.2,554.2583333,127.7401501,4.292638095,7555.079662,7102.03,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
48,92,74,83,8.89,7.73,9.28,87,24,3.38,6,2.86,1.58,3.3,1.17,0.96,72,15.4175,7.73,4.32,4.3,5.3,4.6,4.3,2,1.8,1.5,2,0.373,0,144.7,55.695905,4.63974062,2947.783976,6222.094,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
52.5,107.4,76.8,76.4,7.942,7.179,9.452,89.8,14.4,1.39,5.9,2.506,1.556,3.098,0.793,1.213,63.9,15.4668,7.182,3.324,4,4,4,5,2,2,2,3,0.351,0,162.125,55.98554376,4.833183318,3197.894066,6831.05,1
54,127,52,95,9.2,8.33,8.8,91,16,0,9,2.61,0.95,4.77,0.88,0.64,77,15.0586,8.33,3.27,3,3,2,2,4,2,4,4,0.389,551.6,338.775,31.70473927,7.155027949,8113.298925,6064.51,2
55,85,69,100,11.28,10.01,7.95,89,24,1.44,9,2.93,2.19,4.89,1.28,0,60,17.5586,10.01,3.32,2.9,2.7,2.5,3.3,1.4,1.7,3.6,3.1,0.331,0,174.0666667,54.60795227,5.705832394,4268.751461,6389.93,1
54,46,39,89,9.43,8.57,9.67,91,15,6.26,8,2.92,1.65,4,0.87,1.23,75,15.1758,8.57,2.9,5,3,3,4,5,4,2,4,0.367,355.2,130.5666667,49.37582552,5.250357665,5213.12912,6227.78,2
53.5,116.4,53.7,73.9,7.647,6.782,9.519,87.7,14,6.4,5.2,1.939,1.479,3.509,0.983,0.959,75.7,15.83155,6.779,3.802,2,4,2,1,6,4,5,6,0.391,1952.7,606.5833333,73.26948508,8.479945903,17050.29751,7082.47,2
60,85,67,82,9.05,7.36,8.97,81,30,1.91,7,2.71,2.03,2.62,1.71,0.94,58.5,17.5586,7.36,2.19,3,3,3,3,3,3,3,3,0.309,301.5,159.0166667,16.64296478,6.271871506,2867.514799,7055.24,0
84,16,3,42,4.95,4.25,10.14,86,10,0,4,1.46,1.34,1.45,0.7,1.35,53,17.9004,4.25,2.33,2.1,2.5,2.3,1.8,3.1,2,3.1,3.8,0.293,197.8,264.15,4.690234444,9.216209301,12283.87697,5877.56,0
65,90,61,72,8.31,7.25,10.01,87,18,4.33,7,1.72,1.18,4.35,1.07,1.47,70,16.9043,7.25,1.42,5,6,5,3,3,3,2,2,0.385,279,156.125,51.55253545,6.894926207,7038.107095,6372.52,2
75,42,96,86,8.19,7.14,8.31,87,12,6.23,4,2.01,1.85,3.28,1.06,1.48,63,17.1094,8.24,2.8,1.9,1.3,1.3,1.5,6,3.3,5.6,5.9,0.32,329.2,293.8,3.370061249,8.665066718,6889.643101,4015.77,1
58,126,82,100,9.36,8.66,8.32,92,18,0,9,2.73,2.04,3.9,0.72,0.34,74.8,17.7539,8.66,3.75,6,6,5,3,4,4,1,3,0.374,2732.65,766.8416667,170.2002924,4.482919201,11770.23993,6808.59,2
61.7,63.4,53.6,71.8,7.911,7.193,9.897,89.6,15.4,1.771,5.9,2.489,1.59,3.052,0.794,1.356,72.6,16.07812,7.188,4.045,6,6,6,5,5,3,2,4,0.383,416,142.1,51.26071895,4.587783803,3398.331057,6906.32,2
58,62,33,73,7.68,7.15,9.84,93,11,0,7,3.11,1.29,2.74,0.54,1.47,78,17.3047,7.62,4.64,3,4,6,2,4,1,3.9,4,0.37,330.7,154.3,27.25264331,6.689699672,7431.869599,6450.65,2
53,118.9,60.2,81.1,8.077,7.235,9.095,88.9,16,5.388,6.2,2.282,1.644,3.263,0.899,1.002,72.5,14.11352,7.228,3.377,5,4,4,4,4,4,4,4,0.359,1528.2,554.2583333,127.7401501,4.292638095,7555.079662,7102.03,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
56,61,33,73,7.41,6.54,9.01,88,11.4,14.92,5,2.52,1.63,2.39,0.88,0.65,48,15.8789,6.54,4.77,2,2.1,2.1,2,2.3,2,2.6,2,0.288,1687.5,703.975,81.66890461,8.580067349,15439.88889,7357.15,0
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
61,80,57,87,7.54,7.17,8.26,95,7.7,2.92,6,1.99,0.92,4.25,0.38,0.59,77.3,18.6328,7.17,4.7,4,4,4,5,2,2,2,3,0.381,0,108.825,59.389117,5.494551068,7231.976112,6217.37,2
52,146,66,85,7.55,7.13,8.36,94,9.7,0,7,1.41,1.13,4.6,0.43,0.25,66,14.9414,7.13,1.54,3,3,2,2,4,2,4,4,0.401,342,204.1166667,4.101219331,9.755834186,6734.274835,6240.11,2
56,81,62,91,8.02,7.3,8,91,20,0,8,2.43,1.39,3.47,0.73,0,51,17.6782,7.3,2.14,3.9,2.7,2.6,3.2,2.8,1.8,4,4,0.328,278.5,97.04166667,11.65321871,7.615758151,4126.286839,4272.67,1
59,64,65,83,8.84,7.51,9.04,85,13,2.87,7,2.77,1.61,3.13,1.34,0.54,57,15.3516,7.51,3.78,5,3,3,4,5,4,2,4,0.283,333.9,152.85,51.44789054,4.730419897,2710.837485,6850.72,0
53.5,116.4,53.7,73.9,7.647,6.782,9.519,87.7,14,6.4,5.2,1.939,1.479,3.509,0.983,0.959,75.7,15.83155,6.779,3.802,2,4,2,1,6,4,5,6,0.391,1952.7,606.5833333,73.26948508,8.479945903,17050.29751,7082.47,2
56.1,80.8,70.4,74.8,7.914,7.18,9.649,90,15.5,1.44,6.7,2.626,1.505,2.849,0.801,1.417,56.6,16.78979,7.18,3.507,3,3,3,3,3,3,3,3,0.315,268.4,146.825,55.59564779,5.422313902,3821.539277,7025.73,0
76,36,12,18,2.17,2.02,11,93,2,0,1,0.08,0.37,1.57,0.15,2.24,52,17.6221,2.02,4.04,3,2.9,2.2,1.8,3.1,2.7,3.7,4,0.383,373.9,154,12.86407457,9.127290881,11175.32089,5416.19,2
65,74,31,43,4.64,4.28,10.04,92,9,0,4,1.27,0.92,2.09,0.37,1.37,62,16.0547,4.28,4.28,5,6,5,3,3,3,2,2,0.339,324.5,129.5833333,48.84341519,5.131462005,3130.581939,2007.7,1
80,34,66,54,5.7,4.74,8.74,83,6,13.95,5,1.5,1.25,1.99,0.97,0.68,50,17.1094,4.74,4.44,2,1.2,1.6,1.6,6,4.1,5.3,5.8,0.285,1051,655.275,83.58916532,5.522306666,6516.29482,6165.41,0
61,113,72,100,9.49,8.95,8.02,94,13.7,1.91,9,3,1.7,4.25,0.55,0,60,17.7832,8.95,4.15,6,6,5,3,4,4,1,3,0.353,2799.9,724.1383334,184.5888706,4.062910177,11801.97194,6776.42,1
61.7,63.4,53.6,71.8,7.911,7.193,9.897,89.6,15.4,1.771,5.9,2.489,1.59,3.052,0.794,1.356,72.6,16.07812,7.188,4.045,6,6,6,5,5,3,2,4,0.383,416,142.1,51.26071895,4.587783803,3398.331057,6906.32,2
62,54,16,40,4.38,3.96,9.98,90,6,0,4,1.38,0.92,1.65,0.43,1.32,53,18.2959,3.96,1.51,3,4,6,2,4,1,4.3,4,0.337,251.5,160.125,7.354346985,9.084581406,6066.369751,6221.41,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
58,53,31,100,8.18,7.16,6.85,88,15,15.41,4,0.59,0.92,5.64,1.03,1.04,43,15.8203,9.29,3.89,2.7,2.6,2.3,2.8,3.6,2,2.8,2.6,0.298,2653.25,766.475,155.4056819,4.24439702,12063.0312,5992.02,0
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
55,105,77,83,7.33,7.02,8.43,96,7,2.88,3,2.24,1.37,3.4,0.32,0.64,50,18.8086,7.02,4.17,4.7,4.9,4.4,3.4,1.9,1.2,1.1,1.2,0.344,59,100.3333333,47.43893004,5.577479715,2850.904029,2739.34,1
52,106,38,90,8.54,7.49,8.29,88,14,2.87,6,2.41,1.33,3.75,1.06,0.57,77,15.5273,7.49,4.74,3.9,5,3.7,3.5,2.6,2.6,3,3.3,0.383,190.7,113.375,51.20712603,4.458109445,4186.78701,5660.3,2
56,77,57,97,8.67,8.01,8.22,92,12.2,2.88,6,3.58,1.85,2.59,0.67,0.35,69,17.9297,8.01,3.02,1.8,2.3,2.5,2,3,2.4,1.8,1.4,0.394,230,199.1833333,26.20850207,8.038179074,8132.056616,6817.74,2
58,56,42,60,6.2,5.6,9.38,90,10,3.4,3,1.53,1.24,2.84,0.6,0.84,65,14.4727,5.6,4.02,2.1,2.1,2.7,1.8,1.2,1.7,3,2.6,0.329,0,264.7,32.88686132,7.562089788,6246.671836,6640.87,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
83,22,2,34,2.74,2.52,7.45,92,3.8,0,1,0.64,0.45,1.44,0.22,3.17,45,18.457,6.44,3.94,3.6,3,2.9,2.2,2.6,3.2,2.5,4.1,0.375,2717.6,784.07,82.74208555,11.9569305,23744.34319,6733.2,2
61,125,95,77,7.2,6.47,8.39,90,12,2.39,6,1.73,0.6,4.14,0.74,2.18,60,15.5273,8.17,2.8,4.8,5.3,4.6,4.8,1.7,1.2,1.1,1.6,0.369,0,115.125,48.50216839,4.935955826,2387.491246,5388.61,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
58,162,98,97,7.89,7.51,7.71,95,9.3,1.43,4,1.16,0.38,5.96,0.39,0,66,17.6953,7.51,0.45,4.1,4.9,4.3,4.1,2.1,2.2,1.8,2.1,0.372,0,193.1666667,60.87844903,7.038698984,4673.625159,6335.24,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
59,42,23,61,9.51,4.67,7.68,49,22,88.18,6,1.68,1.3,1.69,4.86,2.28,44,17.8711,6.99,1.09,2.6,2.1,2.1,2.4,2.4,3.4,3.1,3.8,0.298,2136.9,670.925,73.66880463,8.554569897,18263.8554,6478.88,0
52.8,80.6,61.9,90.8,8.326,7.444,8.251,89.2,16.2,8.525,7,2.658,1.622,3.184,0.928,0.443,58.1,16.05934,7.545,3.601,3.6,2.5,2.5,3,3.8,1.9,3.3,2.5,0.26,234.5,99.875,50.62322558,5.074125676,3147.734311,6455.98,0
54.5,108.3,75.6,77.6,8.027,7.179,9.455,89,14,1.2,6.2,2.507,1.639,3.005,0.892,1.353,73,16.31251,7.225,2.815,4.4,3.9,3.2,3,3.3,2.8,2.5,3,0.36,276.9,132.9,56.40714445,4.691006053,4589.831036,6457.39,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
57,60,39,100,8.5,7.53,6.64,89,19,3.35,6,0.83,1.29,5.42,0.98,0,45,15.3809,9.67,3.56,3.3,3.2,2.7,2.9,3.6,3.7,3.8,4.3,0.28,1387.5,628.3333333,182.7325967,3.413736099,4600.54354,6100.02,0
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
